id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
11,2026-01-22 02:33:19+00,"Remplacement préventif nécessaire dû à l'usure excessive du foret. Tool wear mesuré à 212 min, dépassant le seuil critique de 200 min. L'outil a été remplacé et la machine recalibrée avec succès.",11,2026-01-21 21:33:19+00,19,VALIDATED,2026-01-22 02:33:19+00,2026-01-22 03:33:19+00,2026-01-22 03:33:19+00,Usure outil critique détectée sur Nettoyeur Ultrasonique (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_TWF_001). Tool wear: 212 min. Remplacement préventif requis avant défaillance.,HAUTE,103,"Insert carbure (réf. IC-5754), Porte-plaquette, Liquide de coupe 5L",5110,2026-01-21 21:33:19+00,7,2026-01-22 03:33:19+00,"""""",TWF,1,0,CMS,Augmentation progressive du couple moteur. Alertes répétées sur le moniteur de charge.,2026-01-21 16:33:19+00,Occasionnel,Démarrage de poste,79,313K,Retard de production,3189 EUR,0,Accumulation de copeaux ayant accéléré l'usure,HAUTE,82/100,PREVENTIVE,USURE_OUTIL,Abrasion excessive due au matériau usiné (alliage dur),"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Insert carbure (réf. IC-5754), Porte-plaquette, Liquide de coupe 5L","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (212 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Test en charge 30 min,Mettre en place un suivi automatique de l'usure outil via capteur intégré. Seuil d'alerte à 180 min.,Réviser le plan de maintenance préventive pour inclure un remplacement systématique à 180 min au lieu de 200 min.
12,2026-01-27 01:20:55+00,Outil en fin de vie détecté (206 min). Remplacement immédiat réalisé pour éviter défaillance en production. Contrôle qualité post-remplacement : OK.,12,2026-01-26 21:20:55+00,20,VALIDATED,2026-01-27 01:20:55+00,2026-01-27 04:20:55+00,2026-01-27 04:20:55+00,Usure outil critique détectée sur Collage / Adhesive Dispenser (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_TWF_001). Tool wear: 206 min. Remplacement préventif requis avant défaillance.,HAUTE,92,"Lame de coupe tungstène (réf. LCT-6133), Roulement à billes broche",5111,2026-01-26 21:20:55+00,8,2026-01-27 02:20:55+00,"""""",TWF,1,1,CMS,Qualité de coupe dégradée. Bavures excessives observées sur les pièces produites.,2026-01-26 17:20:55+00,Récurrent (2ème fois),En ralenti,94,311K,Risque de casse outil,2811 EUR,1,Fréquence de remplacement sous-estimée dans le plan de maintenance,HAUTE,95/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Lame de coupe tungstène (réf. LCT-6133), Roulement à billes broche","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (206 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Test en charge 30 min,Optimiser les paramètres de coupe pour réduire l'usure. Passer en revue le programme d'usinage.,Envisager l'utilisation d'outils revêtus TiN pour une durée de vie prolongée. Budget estimé : +15% par outil mais -30% de remplacements.
13,2026-01-17 04:03:47+00,Outil usé à 228 min (seuil max 200 min). Intervention d'urgence planifiée. Remplacement effectué en 53 min. Machine revalidée par chef technicien.,13,2026-01-16 22:03:47+00,1,VALIDATED,2026-01-17 04:03:47+00,2026-01-17 05:03:47+00,2026-01-17 05:03:47+00,Usure outil critique détectée sur Marquage Laser (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_TWF_001). Tool wear: 228 min. Remplacement préventif requis avant défaillance.,HAUTE,53,"Insert carbure (réf. IC-7945), Porte-plaquette, Liquide de coupe 5L",5112,2026-01-16 22:03:47+00,13,2026-01-17 01:03:47+00,"""""",TWF,1,0,CMS,Augmentation progressive du couple moteur. Alertes répétées sur le moniteur de charge.,2026-01-16 13:03:47+00,Récurrent (3ème fois),En ralenti,72,309K,Risque de casse outil,1514 EUR,1,Abrasion excessive due au matériau usiné (alliage dur),HAUTE,75/100,PREVENTIVE,USURE_OUTIL,Abrasion excessive due au matériau usiné (alliage dur),"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Insert carbure (réf. IC-7945), Porte-plaquette, Liquide de coupe 5L","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (228 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Contrôle visuel + mesure rugosité,Optimiser les paramètres de coupe pour réduire l'usure. Passer en revue le programme d'usinage.,Étudier la possibilité de passer à des outils carbure monobloc pour les opérations haute cadence.
14,2026-03-11 00:54:01+00,Usure outil (TWF) détectée : 249 min d'utilisation. Remplacement de la tête de coupe effectué. Tests post-intervention conformes. Machine opérationnelle.,14,2026-03-10 20:54:01+00,2,VALIDATED,2026-03-11 00:54:01+00,2026-03-11 04:54:01+00,2026-03-11 04:54:01+00,Usure outil critique détectée sur Four de Séchage (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_TWF_001). Tool wear: 249 min. Remplacement préventif requis avant défaillance.,HAUTE,141,"Foret carbure Ø3mm (réf. FC-9977), Joint torique broche",5113,2026-03-10 20:54:01+00,14,2026-03-10 23:54:01+00,"""""",TWF,1,1,CMS,Défauts de surface sur les composants traités. Rugosité hors tolérance.,2026-03-10 09:54:01+00,Récurrent (3ème fois),En production,93,311K,Retard de production,2070 EUR,1,Accumulation de copeaux ayant accéléré l'usure,HAUTE,78/100,PREVENTIVE,USURE_OUTIL,Accumulation de copeaux ayant accéléré l'usure,"1. Arrêt machine sécurisé
2. Démontage de l'outil usé
3. Nettoyage du porte-outil
4. Installation du nouvel outil
5. Calibration et test de coupe
6. Validation qualité","Foret carbure Ø3mm (réf. FC-9977), Joint torique broche","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (249 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Réduire l'intervalle de remplacement d'outil de 250 à 180 min. Ajouter un contrôle visuel à chaque changement d'équipe.,Étudier la possibilité de passer à des outils carbure monobloc pour les opérations haute cadence.
15,2026-01-22 00:21:15+00,Outil en fin de vie détecté (237 min). Remplacement immédiat réalisé pour éviter défaillance en production. Contrôle qualité post-remplacement : OK.,15,2026-01-21 21:21:15+00,3,VALIDATED,2026-01-22 00:21:15+00,2026-01-22 01:21:15+00,2026-01-22 01:21:15+00,Usure outil critique détectée sur Découpe Router (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_TWF_001). Tool wear: 237 min. Remplacement préventif requis avant défaillance.,HAUTE,106,"Foret carbure Ø4mm (réf. FC-9258), Joint torique broche",5114,2026-01-21 21:21:15+00,15,2026-01-22 02:21:15+00,"""""",TWF,1,0,CMS,Défauts de surface sur les composants traités. Rugosité hors tolérance.,2026-01-21 16:21:15+00,Récurrent (2ème fois),Fin de lot,93,314K,Risque de casse outil,3600 EUR,0,Accumulation de copeaux ayant accéléré l'usure,HAUTE,71/100,PREVENTIVE,USURE_OUTIL,Abrasion excessive due au matériau usiné (alliage dur),"1. Consignation machine
2. Remplacement foret/fraise
3. Vérification alignement broche
4. Test à vide
5. Test en charge
6. Remise en service","Foret carbure Ø4mm (réf. FC-9258), Joint torique broche","Clé Allen, Extracteur d'outil, Jauge de profondeur, Oscilloscope portable",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (237 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Mettre en place un suivi automatique de l'usure outil via capteur intégré. Seuil d'alerte à 180 min.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
16,2026-03-13 11:23:11+00,Usure outil (TWF) détectée : 218 min d'utilisation. Remplacement de la tête de coupe effectué. Tests post-intervention conformes. Machine opérationnelle.,16,2026-03-13 05:23:11+00,4,VALIDATED,2026-03-13 11:23:11+00,2026-03-13 15:23:11+00,2026-03-13 15:23:11+00,Usure outil critique détectée sur Chargeur de Composants (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_TWF_001). Tool wear: 218 min. Remplacement préventif requis avant défaillance.,HAUTE,124,"Tête de perçage complète (réf. TPC-2771), Bague d'étanchéité",5115,2026-03-13 05:23:11+00,16,2026-03-13 11:23:11+00,"""""",TWF,0,0,CMS,Échauffement anormal de la tête d'outil. Température de process élevée.,2026-03-12 21:23:11+00,Récurrent (3ème fois),En production,73,313K,Retard de production,3851 EUR,0,Accumulation de copeaux ayant accéléré l'usure,HAUTE,83/100,PREVENTIVE,USURE_OUTIL,Accumulation de copeaux ayant accéléré l'usure,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Tête de perçage complète (réf. TPC-2771), Bague d'étanchéité","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (218 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Test en charge 30 min,Optimiser les paramètres de coupe pour réduire l'usure. Passer en revue le programme d'usinage.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
17,2026-03-17 09:07:12+00,"Alerte usure outil critique - 205 min. Procédure de remplacement standard appliquée. Nouveau foret installé, couple de serrage vérifié, test de coupe validé.",17,2026-03-17 01:07:12+00,9,VALIDATED,2026-03-17 09:07:12+00,2026-03-17 10:07:12+00,2026-03-17 10:07:12+00,Usure outil critique détectée sur Vérification Visuelle (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_TWF_001). Tool wear: 205 min. Remplacement préventif requis avant défaillance.,HAUTE,53,"Tête de perçage complète (réf. TPC-8551), Bague d'étanchéité",5116,2026-03-17 01:07:12+00,5,2026-03-17 07:07:12+00,"""""",TWF,1,0,CMS,Échauffement anormal de la tête d'outil. Température de process élevée.,2026-03-16 21:07:12+00,Occasionnel,En ralenti,77,309K,Retard de production,1249 EUR,1,Abrasion excessive due au matériau usiné (alliage dur),HAUTE,78/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Tête de perçage complète (réf. TPC-8551), Bague d'étanchéité","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (205 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Contrôle visuel + mesure rugosité,Mettre en place un suivi automatique de l'usure outil via capteur intégré. Seuil d'alerte à 180 min.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
18,2026-03-13 10:44:35+00,"Remplacement préventif nécessaire dû à l'usure excessive du foret. Tool wear mesuré à 211 min, dépassant le seuil critique de 200 min. L'outil a été remplacé et la machine recalibrée avec succès.",18,2026-03-13 01:44:35+00,10,VALIDATED,2026-03-13 10:44:35+00,2026-03-13 11:44:35+00,2026-03-13 11:44:35+00,Usure outil critique détectée sur Placement BGA (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_TWF_001). Tool wear: 211 min. Remplacement préventif requis avant défaillance.,HAUTE,113,"Foret carbure Ø6mm (réf. FC-8754), Joint torique broche",5117,2026-03-13 01:44:35+00,6,2026-03-13 05:44:35+00,"""""",TWF,0,0,CMS,Vibrations anormales détectées lors de l'usinage. Bruit inhabituel au niveau de la broche.,2026-03-12 19:44:35+00,Récurrent (2ème fois),En ralenti,75,312K,Qualité dégradée,1156 EUR,0,Accumulation de copeaux ayant accéléré l'usure,HAUTE,83/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Foret carbure Ø6mm (réf. FC-8754), Joint torique broche","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (211 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Réduire l'intervalle de remplacement d'outil de 250 à 180 min. Ajouter un contrôle visuel à chaque changement d'équipe.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
19,2026-02-07 21:28:07+00,"Alerte usure outil critique - 213 min. Procédure de remplacement standard appliquée. Nouveau foret installé, couple de serrage vérifié, test de coupe validé.",19,2026-02-07 19:28:07+00,11,VALIDATED,2026-02-07 21:28:07+00,2026-02-07 23:28:07+00,2026-02-07 23:28:07+00,Usure outil critique détectée sur Stockage Composants (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_TWF_001). Tool wear: 213 min. Remplacement préventif requis avant défaillance.,HAUTE,109,"Tête de perçage complète (réf. TPC-2128), Bague d'étanchéité",5118,2026-02-07 19:28:07+00,7,2026-02-07 22:28:07+00,"""""",TWF,0,0,CMS,Augmentation progressive du couple moteur. Alertes répétées sur le moniteur de charge.,2026-02-07 08:28:07+00,Première occurrence,Démarrage de poste,70,310K,Qualité dégradée,4086 EUR,1,Fréquence de remplacement sous-estimée dans le plan de maintenance,HAUTE,77/100,PREVENTIVE,USURE_OUTIL,Abrasion excessive due au matériau usiné (alliage dur),"1. Consignation machine
2. Remplacement foret/fraise
3. Vérification alignement broche
4. Test à vide
5. Test en charge
6. Remise en service","Tête de perçage complète (réf. TPC-2128), Bague d'étanchéité","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (213 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Contrôle visuel + mesure rugosité,Former les opérateurs à la détection précoce des signes d'usure. Créer une checklist de début de poste.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
20,2026-03-23 21:31:20+00,"Intervention préventive suite à alerte TWF. Usure mesurée : 201 min. Démontage, nettoyage du porte-outil, remplacement de la lame et recalibration effectués.",20,2026-03-23 15:31:20+00,12,VALIDATED,2026-03-23 21:31:20+00,2026-03-23 23:31:20+00,2026-03-23 23:31:20+00,Usure outil critique détectée sur Imprimante Jet d'Encre PCB (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_TWF_001). Tool wear: 201 min. Remplacement préventif requis avant défaillance.,HAUTE,119,"Fraise en bout HSS Ø4mm (réf. FEB-9168), Vis de serrage M6",5119,2026-03-23 15:31:20+00,8,2026-03-23 20:31:20+00,"""""",TWF,0,0,CMS,Défauts de surface sur les composants traités. Rugosité hors tolérance.,2026-03-23 04:31:20+00,Récurrent (3ème fois),En production,66,312K,Qualité dégradée,3580 EUR,0,Conditions de coupe non optimales (vitesse/avance),HAUTE,81/100,PREVENTIVE,USURE_OUTIL,Fréquence de remplacement sous-estimée dans le plan de maintenance,"1. Consignation machine
2. Remplacement foret/fraise
3. Vérification alignement broche
4. Test à vide
5. Test en charge
6. Remise en service","Fraise en bout HSS Ø4mm (réf. FEB-9168), Vis de serrage M6","Tournevis dynamométrique, Pied à coulisse digital, Lampe stroboscopique",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (201 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Contrôle visuel + mesure rugosité,Réduire l'intervalle de remplacement d'outil de 250 à 180 min. Ajouter un contrôle visuel à chaque changement d'équipe.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
21,2026-01-25 09:32:47+00,"Remplacement préventif nécessaire dû à l'usure excessive du foret. Tool wear mesuré à 248 min, dépassant le seuil critique de 200 min. L'outil a été remplacé et la machine recalibrée avec succès.",21,2026-01-25 07:32:47+00,17,VALIDATED,2026-01-25 09:32:47+00,2026-01-25 12:32:47+00,2026-01-25 12:32:47+00,Usure outil critique détectée sur Dépileur / Card Loader (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_TWF_002). Tool wear: 248 min. Remplacement préventif requis avant défaillance.,HAUTE,79,"Lame de coupe tungstène (réf. LCT-7315), Roulement à billes broche",5120,2026-01-25 07:32:47+00,13,2026-01-25 13:32:47+00,"""""",TWF,1,0,CMS,Vibrations anormales détectées lors de l'usinage. Bruit inhabituel au niveau de la broche.,2026-01-25 01:32:47+00,Récurrent (2ème fois),Démarrage de poste,83,309K,Qualité dégradée,3620 EUR,1,Conditions de coupe non optimales (vitesse/avance),HAUTE,90/100,PREVENTIVE,USURE_OUTIL,Accumulation de copeaux ayant accéléré l'usure,"1. Consignation machine
2. Remplacement foret/fraise
3. Vérification alignement broche
4. Test à vide
5. Test en charge
6. Remise en service","Lame de coupe tungstène (réf. LCT-7315), Roulement à billes broche","Clé Allen, Extracteur d'outil, Jauge de profondeur, Oscilloscope portable",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (248 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Former les opérateurs à la détection précoce des signes d'usure. Créer une checklist de début de poste.,Étudier la possibilité de passer à des outils carbure monobloc pour les opérations haute cadence.
22,2026-01-05 00:28:57+00,Outil usé à 209 min (seuil max 200 min). Intervention d'urgence planifiée. Remplacement effectué en 116 min. Machine revalidée par chef technicien.,22,2026-01-04 12:28:57+00,18,VALIDATED,2026-01-05 00:28:57+00,2026-01-05 04:28:57+00,2026-01-05 04:28:57+00,Usure outil critique détectée sur Sérigraphie DEK MPM (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_TWF_002). Tool wear: 209 min. Remplacement préventif requis avant défaillance.,HAUTE,116,"Lame de coupe tungstène (réf. LCT-7025), Roulement à billes broche",5121,2026-01-04 12:28:57+00,14,2026-01-04 14:28:57+00,"""""",TWF,1,1,CMS,Défauts de surface sur les composants traités. Rugosité hors tolérance.,2026-01-04 04:28:57+00,Occasionnel,Démarrage de poste,72,309K,Arrêt partiel de ligne,3337 EUR,0,Abrasion excessive due au matériau usiné (alliage dur),HAUTE,88/100,PREVENTIVE,USURE_OUTIL,Conditions de coupe non optimales (vitesse/avance),"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Lame de coupe tungstène (réf. LCT-7025), Roulement à billes broche","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (209 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Mettre en place un suivi automatique de l'usure outil via capteur intégré. Seuil d'alerte à 180 min.,Envisager l'utilisation d'outils revêtus TiN pour une durée de vie prolongée. Budget estimé : +15% par outil mais -30% de remplacements.
23,2026-03-02 16:07:16+00,Usure outil (TWF) détectée : 226 min d'utilisation. Remplacement de la tête de coupe effectué. Tests post-intervention conformes. Machine opérationnelle.,23,2026-03-02 14:07:16+00,19,VALIDATED,2026-03-02 16:07:16+00,2026-03-02 20:07:16+00,2026-03-02 20:07:16+00,Usure outil critique détectée sur Pick & Place (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_TWF_002). Tool wear: 226 min. Remplacement préventif requis avant défaillance.,HAUTE,77,"Lame de coupe tungstène (réf. LCT-5032), Roulement à billes broche",5122,2026-03-02 14:07:16+00,15,2026-03-02 20:07:16+00,"""""",TWF,1,1,CMS,Précision dimensionnelle dégradée. Pièces hors cotes depuis 2 heures.,2026-03-02 06:07:16+00,Première occurrence,Fin de lot,73,310K,Qualité dégradée,4143 EUR,0,Fréquence de remplacement sous-estimée dans le plan de maintenance,HAUTE,75/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Lame de coupe tungstène (réf. LCT-5032), Roulement à billes broche","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (226 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Réduire l'intervalle de remplacement d'outil de 250 à 180 min. Ajouter un contrôle visuel à chaque changement d'équipe.,Installer un système de monitoring d'usure en temps réel sur les machines critiques de cette ligne.
24,2026-03-31 01:59:36+00,Usure outil (TWF) détectée : 202 min d'utilisation. Remplacement de la tête de coupe effectué. Tests post-intervention conformes. Machine opérationnelle.,24,2026-03-30 22:59:36+00,20,VALIDATED,2026-03-31 01:59:36+00,2026-03-31 03:59:36+00,2026-03-31 03:59:36+00,Usure outil critique détectée sur Four de Refusion (Reflow Oven) (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_TWF_002). Tool wear: 202 min. Remplacement préventif requis avant défaillance.,HAUTE,98,"Fraise en bout HSS Ø8mm (réf. FEB-7436), Vis de serrage M6",5123,2026-03-30 22:59:36+00,16,2026-03-31 03:59:36+00,"""""",TWF,1,1,CMS,Défauts de surface sur les composants traités. Rugosité hors tolérance.,2026-03-30 19:59:36+00,Occasionnel,En production,79,310K,Arrêt partiel de ligne,2750 EUR,1,Abrasion excessive due au matériau usiné (alliage dur),HAUTE,85/100,PREVENTIVE,USURE_OUTIL,Accumulation de copeaux ayant accéléré l'usure,"1. Arrêt machine sécurisé
2. Démontage de l'outil usé
3. Nettoyage du porte-outil
4. Installation du nouvel outil
5. Calibration et test de coupe
6. Validation qualité","Fraise en bout HSS Ø8mm (réf. FEB-7436), Vis de serrage M6","Kit de démontage broche, Multimètre, Analyseur de vibrations",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (202 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Test de coupe sur pièce échantillon,Optimiser les paramètres de coupe pour réduire l'usure. Passer en revue le programme d'usinage.,Envisager l'utilisation d'outils revêtus TiN pour une durée de vie prolongée. Budget estimé : +15% par outil mais -30% de remplacements.
25,2026-01-11 18:22:36+00,"Suite à détection automatique TWF (238 min), remplacement préventif de l'ensemble outil-porte-outil. Alignement vérifié, paramètres machine réajustés.",25,2026-01-11 11:22:36+00,1,VALIDATED,2026-01-11 18:22:36+00,2026-01-11 22:22:36+00,2026-01-11 22:22:36+00,Usure outil critique détectée sur Inspection AOI (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_TWF_002). Tool wear: 238 min. Remplacement préventif requis avant défaillance.,HAUTE,67,"Tête de perçage complète (réf. TPC-4279), Bague d'étanchéité",5124,2026-01-11 11:22:36+00,5,2026-01-11 15:22:36+00,"""""",TWF,1,1,CMS,Augmentation progressive du couple moteur. Alertes répétées sur le moniteur de charge.,2026-01-11 03:22:36+00,Première occurrence,Fin de lot,66,310K,Risque de casse outil,2211 EUR,0,Fréquence de remplacement sous-estimée dans le plan de maintenance,HAUTE,70/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Consignation machine
2. Remplacement foret/fraise
3. Vérification alignement broche
4. Test à vide
5. Test en charge
6. Remise en service","Tête de perçage complète (réf. TPC-4279), Bague d'étanchéité","Tournevis dynamométrique, Pied à coulisse digital, Lampe stroboscopique",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (238 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Test de coupe sur pièce échantillon,Mettre en place un suivi automatique de l'usure outil via capteur intégré. Seuil d'alerte à 180 min.,Envisager l'utilisation d'outils revêtus TiN pour une durée de vie prolongée. Budget estimé : +15% par outil mais -30% de remplacements.
26,2026-03-16 20:40:48+00,Maintenance préventive TWF : usure à 243 min. Remplacement de la fraise et inspection du mandrin. Aucune anomalie secondaire constatée. Remise en production.,26,2026-03-16 08:40:48+00,2,VALIDATED,2026-03-16 20:40:48+00,2026-03-16 21:40:48+00,2026-03-16 21:40:48+00,Usure outil critique détectée sur Brasage (Wave Soldering) (ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_TWF_002). Tool wear: 243 min. Remplacement préventif requis avant défaillance.,HAUTE,95,"Lame de coupe tungstène (réf. LCT-9926), Roulement à billes broche",5125,2026-03-16 08:40:48+00,6,2026-03-16 09:40:48+00,"""""",TWF,1,0,CMS,Vibrations anormales détectées lors de l'usinage. Bruit inhabituel au niveau de la broche.,2026-03-16 05:40:48+00,Récurrent (2ème fois),En ralenti,78,309K,Arrêt partiel de ligne,4296 EUR,0,Conditions de coupe non optimales (vitesse/avance),HAUTE,79/100,PREVENTIVE,USURE_OUTIL,Usure naturelle de l'outil après utilisation prolongée,"1. Isolement de la machine
2. Retrait de la tête de coupe
3. Inspection du mandrin
4. Montage nouvel outil
5. Réglage paramètres
6. Essai de production","Lame de coupe tungstène (réf. LCT-9926), Roulement à billes broche","Clé dynamométrique, Micromètre, Comparateur à cadran, Niveau laser",OPERATIONNELLE,Hypothèse : L'usure prématurée est due à une utilisation continue au-delà du seuil recommandé (243 min > 200 min). Le matériau usiné pourrait également contribuer à l'abrasion accélérée.,1,Mesure dimensionnelle,Optimiser les paramètres de coupe pour réduire l'usure. Passer en revue le programme d'usinage.,Réviser le plan de maintenance préventive pour inclure un remplacement systématique à 180 min au lieu de 200 min.
