id,nom,emplacement,statut,type,date_derniere_maintenance,date_prochaine_maintenance,image_url,created_at,air_temperature,process_temperature,rotational_speed,torque,tool_wear,zone,sous_zone,ordre
8960,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_PRESSE_EMBOUTISSAGE_OSF_044,"Bâtiment C, Hall CMS1, Poste 36",EN PANNE,Presse d'Emboutissage,2025-04-11 10:34:09+00,2025-09-01 23:31:25+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2025-03-31 22:34:35+00,297.1,307.2,1482,65.3,232,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",861
8961,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_TOUR_CNC_LOURD_OSF_044,"Bâtiment C, Hall CMS1, Poste 1",ARRÊTÉE,Tour CNC Lourd,2025-03-22 00:58:16+00,2025-11-17 00:04:45+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2024-11-24 10:41:52+00,301,313.9,1440,72.9,237,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",862
8962,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FRAISEUSE_5_AXES_OSF_044,"Bâtiment C, Hall CMS1, Poste 12",EN MAINTENANCE,Fraiseuse 5 Axes,2025-03-08 05:20:03+00,2025-06-23 04:23:51+00,https://www.doosan.com/images/puma-gt2600-cnc-lathe.jpg,2024-03-25 22:32:24+00,298.3,310,1412,62.6,225,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",863
8963,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PERCEUSE_COLONNE_HD_OSF_044,"Bâtiment B, Zone Test CMS2, Poste 53",ARRÊTÉE,Perceuse à Colonne HD,2025-01-10 18:03:34+00,2025-08-11 08:30:02+00,https://www.fanuc.com/images/robodrill-alpha-d21.jpg,2024-09-28 09:51:39+00,297.8,310.2,1416,55,211,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),864
8964,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_RECTIFIEUSE_CYLINDRIQUE_OSF_044,"Bâtiment A, Zone Test CMS2, Poste 50",EN MAINTENANCE,Rectifieuse Cylindrique,2024-11-17 13:36:46+00,2025-07-23 05:41:09+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2025-02-13 06:59:40+00,302.2,313.3,1391,67,205,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),865
8965,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_PLIEUSE_HYDRAULIQUE_OSF_044,"Bâtiment A, Hall CMS1, Poste 15",EN PANNE,Plieuse Hydraulique,2025-03-09 21:02:39+00,2025-11-16 10:43:20+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-04-11 12:16:27+00,299,313.9,1472,69.6,236,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",866
8966,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CISAILLE_GUILLOTINE_OSF_044,"Bâtiment C, Zone Test CMS2, Poste 52",EN PANNE,Cisaille Guillotine,2025-02-02 05:59:06+00,2025-11-22 21:43:01+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-07-11 23:39:01+00,302.2,314.8,1380,63.2,218,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),867
8967,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_INSERTION_FORCE_OSF_044,"Bâtiment E, Hall CMS1, Poste 2",EN MAINTENANCE,Machine d'Insertion Force,2024-12-24 19:14:12+00,2025-08-09 06:09:55+00,https://www.bystronic.com/images/xpert-pro-press-brake.jpg,2024-11-14 23:22:11+00,297.5,309.3,1343,54.7,227,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",868
8968,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_VISSEUSE_COUPLE_ELEVE_OSF_044,"Bâtiment C, Zone Test CMS2, Poste 24",EN PANNE,Visseuse Couple Élevé,2024-10-08 18:13:42+00,2025-09-20 05:33:04+00,https://www.makino.com/images/a81nx-hmc-machine.jpg,2025-02-22 19:52:40+00,301,310.9,1388,72.9,215,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),869
8969,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SERTISSEUSE_INDUSTRIELLE_OSF_044,"Bâtiment B, Hall CMS1, Poste 5",EN MAINTENANCE,Sertisseuse Industrielle,2024-11-19 08:07:20+00,2025-07-27 17:34:03+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2024-11-22 07:02:42+00,301,310.9,1404,52.6,244,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",870
8970,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_RIVETEUSE_ORBITALE_OSF_044,"Bâtiment D, Zone Test CMS2, Poste 25",EN MAINTENANCE,Riveteuse Orbitale,2025-03-16 13:55:08+00,2025-08-17 19:17:49+00,https://www.dmgmori.com/images/ctx-gamma-3000-tc-cnc-lathe.jpg,2025-05-08 02:48:03+00,299.5,310.7,1523,50.5,216,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),871
8971,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_POINCONNEUSE_CNC_OSF_044,"Bâtiment E, Zone Test CMS2, Poste 18",EN PANNE,Poinçonneuse CNC,2024-12-08 17:58:50+00,2025-09-16 20:35:10+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-03-10 09:21:15+00,297.6,309,1448,75,228,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),872
8972,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CINTREUSE_TUBES_OSF_044,"Bâtiment D, Hall CMS1, Poste 44",ARRÊTÉE,Cintreuse de Tubes,2025-03-16 23:02:12+00,2025-11-05 09:16:34+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-05-27 18:27:57+00,296.1,310,1453,64.7,227,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",873
8973,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_TARAUDAGE_OSF_044,"Bâtiment A, Hall CMS1, Poste 59",EN MAINTENANCE,Machine de Taraudage,2025-04-27 04:53:37+00,2025-07-29 11:57:17+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-11-02 18:47:45+00,296.1,307.2,1494,59.4,249,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",874
8974,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_ARASEUR_COMPOSANTS_OSF_044,"Bâtiment D, Zone Test CMS2, Poste 2",ARRÊTÉE,Araseur de Composants,2024-11-06 11:15:52+00,2025-08-19 16:24:28+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2024-08-22 11:05:08+00,300.9,311.6,1500,64.7,215,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),875
8975,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_SOUDURE_PRESSION_OSF_044,"Bâtiment E, Hall CMS1, Poste 54",ARRÊTÉE,Machine Soudure par Pression,2025-03-21 03:46:18+00,2025-12-30 04:44:36+00,https://www.doosan.com/images/puma-gt2600-cnc-lathe.jpg,2024-07-15 23:10:27+00,301,315.5,1509,54.9,238,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",876
8976,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PRESSE_AJUSTEMENT_OSF_044,"Bâtiment D, Zone Test CMS2, Poste 15",EN MAINTENANCE,Presse d'Ajustement,2024-10-02 02:19:28+00,2025-10-16 18:01:19+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-11-23 15:34:16+00,302.7,312.4,1364,67.3,243,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),877
8977,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_CLINCHAGE_OSF_044,"Bâtiment B, Hall CMS1, Poste 59",EN MAINTENANCE,Machine de Clinchage,2025-01-19 10:43:48+00,2025-06-24 12:46:56+00,https://www.doosan.com/images/puma-gt2600-cnc-lathe.jpg,2024-02-03 23:44:16+00,300.4,311.8,1495,58.6,211,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",878
8978,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_BROCHE_USINAGE_HP_OSF_044,"Bâtiment B, Zone Test CMS2, Poste 26",EN PANNE,Broche d'Usinage HP,2024-11-28 17:47:06+00,2025-09-12 20:10:32+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-09-24 15:43:52+00,298.5,309.4,1460,74.7,244,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),879
8979,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DECOUPE_LASER_OSF_044,"Bâtiment E, Hall CMS1, Poste 4",EN MAINTENANCE,Machine Découpe Laser,2024-10-29 10:24:46+00,2025-10-23 12:13:12+00,https://www.haascnc.com/images/vf-5-vertical-mill.jpg,2024-07-19 16:59:17+00,297.7,307.2,1513,66.3,242,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",880
8980,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PRESSE_EMBOUTISSAGE_OSF_045,"Bâtiment D, Zone Test CMS2, Poste 57",EN MAINTENANCE,Presse d'Emboutissage,2025-02-22 17:54:42+00,2025-08-07 03:12:09+00,https://www.dmgmori.com/images/ctx-gamma-3000-tc-cnc-lathe.jpg,2024-07-10 01:13:51+00,299.5,311.5,1491,52.2,235,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),881
8981,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_TOUR_CNC_LOURD_OSF_045,"Bâtiment E, Zone Test CMS2, Poste 29",EN PANNE,Tour CNC Lourd,2025-01-14 21:30:06+00,2025-07-09 11:38:00+00,https://www.dmgmori.com/images/ctx-gamma-3000-tc-cnc-lathe.jpg,2024-11-06 06:46:36+00,297.4,306.5,1381,73.1,239,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),882
8982,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FRAISEUSE_5_AXES_OSF_045,"Bâtiment B, Hall CMS1, Poste 30",EN MAINTENANCE,Fraiseuse 5 Axes,2025-03-27 19:18:27+00,2025-07-14 01:09:50+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-07-29 13:19:22+00,301.2,314.5,1417,51,246,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",883
8983,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PERCEUSE_COLONNE_HD_OSF_045,"Bâtiment B, Zone Test CMS2, Poste 57",EN MAINTENANCE,Perceuse à Colonne HD,2025-02-06 15:19:15+00,2025-07-25 05:50:46+00,https://www.bystronic.com/images/xpert-pro-press-brake.jpg,2024-06-07 20:18:36+00,301.9,311.5,1543,63.7,246,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),884
8984,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_RECTIFIEUSE_CYLINDRIQUE_OSF_045,"Bâtiment A, Zone Test CMS2, Poste 30",EN PANNE,Rectifieuse Cylindrique,2024-12-17 06:02:32+00,2025-10-26 07:37:01+00,https://www.bystronic.com/images/xpert-pro-press-brake.jpg,2024-08-26 00:56:32+00,302.2,313,1378,56,229,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),885
8985,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_PLIEUSE_HYDRAULIQUE_OSF_045,"Bâtiment B, Hall CMS1, Poste 7",EN PANNE,Plieuse Hydraulique,2025-04-08 01:29:56+00,2025-12-24 07:27:43+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-04-21 13:46:45+00,299.2,310.3,1457,68.9,201,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",886
8986,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CISAILLE_GUILLOTINE_OSF_045,"Bâtiment D, Hall CMS1, Poste 54",EN PANNE,Cisaille Guillotine,2025-02-10 15:16:46+00,2025-07-24 15:01:23+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-11-30 21:55:29+00,302.9,313.2,1354,73,211,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",887
8987,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_INSERTION_FORCE_OSF_045,"Bâtiment D, Hall CMS1, Poste 5",EN PANNE,Machine d'Insertion Force,2025-02-14 07:21:53+00,2025-09-09 18:22:06+00,https://www.haascnc.com/images/vf-5-vertical-mill.jpg,2024-07-31 23:11:59+00,298.3,311.8,1302,72.5,201,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",888
8988,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_VISSEUSE_COUPLE_ELEVE_OSF_045,"Bâtiment A, Hall CMS1, Poste 22",ARRÊTÉE,Visseuse Couple Élevé,2024-11-28 18:04:42+00,2025-11-12 11:57:37+00,https://www.dmgmori.com/images/ctx-gamma-3000-tc-cnc-lathe.jpg,2024-07-01 18:11:25+00,302.6,312.2,1435,57.6,219,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",889
8989,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SERTISSEUSE_INDUSTRIELLE_OSF_045,"Bâtiment E, Hall CMS1, Poste 46",EN MAINTENANCE,Sertisseuse Industrielle,2025-04-27 13:27:18+00,2025-10-28 05:54:12+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-07-14 22:29:38+00,301.9,315.1,1340,54.9,240,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",890
8990,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_RIVETEUSE_ORBITALE_OSF_045,"Bâtiment A, Zone Test CMS2, Poste 41",ARRÊTÉE,Riveteuse Orbitale,2024-12-26 03:22:05+00,2025-08-27 21:57:02+00,https://www.haascnc.com/images/vf-5-vertical-mill.jpg,2025-01-04 19:35:02+00,297,308.9,1323,62.5,205,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),891
8991,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_POINCONNEUSE_CNC_OSF_045,"Bâtiment C, Hall CMS1, Poste 36",ARRÊTÉE,Poinçonneuse CNC,2024-10-17 20:32:45+00,2025-10-18 09:48:03+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2024-05-03 22:56:34+00,297.2,311.1,1431,55.1,244,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",892
8992,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CINTREUSE_TUBES_OSF_045,"Bâtiment C, Zone Test CMS2, Poste 4",ARRÊTÉE,Cintreuse de Tubes,2024-12-20 21:49:39+00,2025-11-26 21:31:41+00,https://www.makino.com/images/a81nx-hmc-machine.jpg,2024-05-25 07:49:09+00,302.6,315.7,1528,53.8,238,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),893
8993,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_TARAUDAGE_OSF_045,"Bâtiment C, Zone Test CMS2, Poste 20",ARRÊTÉE,Machine de Taraudage,2025-01-11 22:43:59+00,2025-10-22 23:37:03+00,https://www.makino.com/images/a81nx-hmc-machine.jpg,2024-02-12 08:51:36+00,300.1,309.5,1512,55.7,206,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),894
8994,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_ARASEUR_COMPOSANTS_OSF_045,"Bâtiment E, Hall CMS1, Poste 20",EN MAINTENANCE,Araseur de Composants,2024-10-26 07:51:26+00,2025-08-13 15:15:15+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-03-27 06:49:25+00,296.6,308,1439,73.2,239,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",895
8995,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_SOUDURE_PRESSION_OSF_045,"Bâtiment E, Zone Test CMS2, Poste 55",EN MAINTENANCE,Machine Soudure par Pression,2024-11-21 22:02:05+00,2025-06-18 09:09:15+00,https://www.makino.com/images/a81nx-hmc-machine.jpg,2025-04-15 14:21:34+00,299.7,311.5,1331,57,207,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),896
8996,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_PRESSE_AJUSTEMENT_OSF_045,"Bâtiment B, Hall CMS1, Poste 29",ARRÊTÉE,Presse d'Ajustement,2025-03-09 21:21:16+00,2025-10-16 18:49:38+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-06-15 09:05:24+00,299.1,310.1,1457,53.6,225,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",897
8997,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_CLINCHAGE_OSF_045,"Bâtiment B, Zone Test CMS2, Poste 49",ARRÊTÉE,Machine de Clinchage,2025-04-13 04:26:20+00,2025-11-29 10:42:07+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2024-07-25 04:42:28+00,300.6,310.8,1324,65.5,223,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),898
8998,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_BROCHE_USINAGE_HP_OSF_045,"Bâtiment B, Hall CMS1, Poste 45",EN PANNE,Broche d'Usinage HP,2025-01-06 15:24:52+00,2025-11-10 14:44:35+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2024-02-18 00:51:08+00,301.1,315.5,1339,55.6,240,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",899
8999,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_DECOUPE_LASER_OSF_045,"Bâtiment D, Zone Test CMS2, Poste 24",EN MAINTENANCE,Machine Découpe Laser,2025-04-07 13:53:28+00,2025-09-26 23:45:18+00,https://www.bystronic.com/images/xpert-pro-press-brake.jpg,2024-05-26 12:01:14+00,297.9,310.5,1431,58.4,237,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),900
9000,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_PRESSE_EMBOUTISSAGE_OSF_046,"Bâtiment D, Hall CMS1, Poste 50",EN MAINTENANCE,Presse d'Emboutissage,2025-01-16 09:45:11+00,2025-07-02 06:56:47+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2024-11-24 05:45:59+00,302.7,317.1,1376,72.5,204,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",901
9001,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_TOUR_CNC_LOURD_OSF_046,"Bâtiment C, Hall CMS1, Poste 15",ARRÊTÉE,Tour CNC Lourd,2025-03-05 12:35:05+00,2025-09-01 22:18:09+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2025-03-17 12:47:04+00,302.3,312.6,1388,63.3,245,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",902
9002,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FRAISEUSE_5_AXES_OSF_046,"Bâtiment C, Hall CMS1, Poste 21",EN PANNE,Fraiseuse 5 Axes,2024-10-16 07:25:40+00,2025-09-09 19:22:17+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-11-20 12:12:12+00,300.2,314.2,1505,54.9,250,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",903
9003,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PERCEUSE_COLONNE_HD_OSF_046,"Bâtiment C, Zone Test CMS2, Poste 58",EN PANNE,Perceuse à Colonne HD,2025-03-18 09:14:24+00,2025-08-06 07:43:48+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2025-05-12 09:43:29+00,298.5,312.1,1488,54.1,211,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),904
9004,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_RECTIFIEUSE_CYLINDRIQUE_OSF_046,"Bâtiment D, Zone Test CMS2, Poste 8",EN MAINTENANCE,Rectifieuse Cylindrique,2024-11-28 10:37:47+00,2025-11-23 21:04:56+00,https://www.fanuc.com/images/robodrill-alpha-d21.jpg,2025-02-14 10:15:03+00,299.2,312.4,1304,68.5,245,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),905
9005,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_PLIEUSE_HYDRAULIQUE_OSF_046,"Bâtiment B, Zone Test CMS2, Poste 2",EN MAINTENANCE,Plieuse Hydraulique,2025-03-19 02:06:15+00,2025-09-09 12:59:36+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2024-04-25 06:56:57+00,300.3,312.9,1374,57.8,217,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),906
9006,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CISAILLE_GUILLOTINE_OSF_046,"Bâtiment E, Hall CMS1, Poste 19",ARRÊTÉE,Cisaille Guillotine,2025-01-09 03:18:31+00,2025-07-26 15:34:25+00,https://www.doosan.com/images/puma-gt2600-cnc-lathe.jpg,2024-08-13 00:24:58+00,297.7,308.7,1364,50.9,247,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",907
9007,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_INSERTION_FORCE_OSF_046,"Bâtiment E, Hall CMS1, Poste 55",EN MAINTENANCE,Machine d'Insertion Force,2025-01-15 05:08:00+00,2025-11-18 10:12:49+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2025-03-05 14:29:30+00,297.9,307.1,1433,73.6,231,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",908
9008,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_VISSEUSE_COUPLE_ELEVE_OSF_046,"Bâtiment E, Zone Test CMS2, Poste 56",EN MAINTENANCE,Visseuse Couple Élevé,2025-04-26 11:32:18+00,2025-07-21 14:48:26+00,https://www.okuma.com/images/multus-b300ii-cnc.jpg,2025-04-28 15:57:47+00,296.2,307.8,1430,63.4,245,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),909
9009,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SERTISSEUSE_INDUSTRIELLE_OSF_046,"Bâtiment C, Hall CMS1, Poste 56",EN PANNE,Sertisseuse Industrielle,2024-10-03 08:05:20+00,2025-11-11 13:07:38+00,https://www.mazak.com/images/integrex-i-500-multitasking.jpg,2024-10-20 12:36:28+00,298.8,313,1537,70.9,239,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",910
9010,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_RIVETEUSE_ORBITALE_OSF_046,"Bâtiment E, Hall CMS1, Poste 37",ARRÊTÉE,Riveteuse Orbitale,2025-03-01 03:12:22+00,2025-09-26 16:08:15+00,https://www.trumpf.com/images/trumatic-6000-punch-press.jpg,2025-03-19 20:45:19+00,300.5,314.4,1526,59.5,203,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",911
9011,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_POINCONNEUSE_CNC_OSF_046,"Bâtiment E, Hall CMS1, Poste 16",EN MAINTENANCE,Poinçonneuse CNC,2025-04-09 11:28:34+00,2025-07-11 19:00:17+00,https://www.amada.com/images/hfe-m2-press-brake.jpg,2024-07-09 09:47:55+00,298.7,313.4,1454,64.6,222,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",912
9012,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_CINTREUSE_TUBES_OSF_046,"Bâtiment C, Zone Test CMS2, Poste 42",EN PANNE,Cintreuse de Tubes,2025-01-18 19:24:55+00,2025-08-02 16:45:21+00,https://www.makino.com/images/a81nx-hmc-machine.jpg,2024-05-07 00:00:46+00,301.1,315.4,1452,72.9,237,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),913
9013,ZONE_CMS2_TEST_IN_SITU_TEST_DES_COMPOSANTS_MACHINE_TARAUDAGE_OSF_046,"Bâtiment D, Zone Test CMS2, Poste 4",ARRÊTÉE,Machine de Taraudage,2025-04-09 18:01:08+00,2025-09-20 12:35:51+00,https://www.fanuc.com/images/robodrill-alpha-d21.jpg,2025-01-14 07:01:31+00,297.1,308,1515,69.2,229,ZONE CMS2 - TEST ZONE (Résumé des Machines Essentielles),TEST IN-SITU (Test des Composants),914
